TARGETID,r,type,p_void,p_sheet,p_filament,p_knot,H
39633145212964491,0.3333333333333333,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633132009294572,0.0,sheet,0.0,0.79,0.21,0.0,0.37074136996563684
39633158248860792,0.07692307692307693,sheet,0.0,0.67,0.33,0.0,0.4574631863898637
39633158265637612,0.0,sheet,0.03,0.95,0.02,0.0,0.1674722434193448
39633132030263841,-0.21739130434782608,sheet,0.01,0.87,0.12,0.0,0.30414992414989617
39633132026070894,0.5714285714285714,filament,0.0,0.01,0.99,0.0,0.04039656794795559
39633123134146329,-0.3333333333333333,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
39633145212964166,0.42857142857142855,filament,0.0,0.28,0.72,0.0,0.4277254052800653
39633132009294341,0.06666666666666667,filament,0.0,0.33,0.67,0.0,0.4574631863898637
39633132009293967,0.0,filament,0.0,0.31,0.69,0.0,0.4465867291889284
39633158248859308,-0.2222222222222222,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
39633136442672913,0.2,filament,0.0,0.24,0.76,0.0,0.39752013969226113
39633158248859949,-0.2,sheet,0.0,0.82,0.18,0.0,0.34003852286413994
39633114166725984,0.4,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633123134148115,0.06666666666666667,sheet,0.0,0.52,0.48,0.0,0.4994227679976009
39633132030263422,0.23809523809523808,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39633149604397433,0.42857142857142855,filament,0.0,0.12,0.88,0.0,0.2646804326436822
39633158248860209,-0.06666666666666667,sheet,0.0,0.6,0.4,0.0,0.4854752972273343
39633158248860228,0.0,sheet,0.0,0.86,0.14,0.0,0.292119405821428
39633149604397464,0.2,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39633158248860276,0.2,filament,0.0,0.14,0.86,0.0,0.292119405821428
39633149604397447,0.0,sheet,0.0,0.52,0.48,0.0,0.4994227679976009
39633158248860342,-0.3333333333333333,sheet,0.0,0.71,0.29,0.0,0.43436062316970225
39633132021875645,-0.14285714285714285,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
39633158248860388,0.42857142857142855,filament,0.0,0.01,0.99,0.0,0.04039656794795559
39633132005101276,0.125,filament,0.0,0.47,0.53,0.0,0.4987007942838698
39633114166725849,0.0,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
